Id,Price
4567,163161.19134881406
5925,121804.966453076
960,137720.1565670267
3848,166219.976591013
746,173123.63616360587
868,379687.6140906468
672,121079.45780234382
2471,195681.0172141684
4510,120761.40283546103
8354,239895.31638956687
6393,186353.68744744663
13270,230442.50915388536
5250,259658.14206388715
16751,169603.55465344974
11404,128258.02266167509
10588,349013.01692328445
14925,189576.54724400048
6791,244803.0212409542
16097,221085.76972674043
16428,351625.3567955752
6945,343594.3547200928
3190,190002.83255205167
15709,470139.55057947093
13155,182556.65618610632
7675,201273.95389499626
14686,232135.46319120526
609,177442.24741492834
11155,137146.43582742105
10869,207537.00469096148
15742,181800.17597805947
9245,184608.51762457073
3340,188283.16859170544
2359,272320.53917086485
8070,214980.76920670306
13707,128608.40762358051
16079,254988.17490320053
15937,250500.1729915419
14090,179187.2546872676
9008,218229.82529347274
16384,184467.8093288956
11657,253277.3483615913
13151,154737.48218283997
8990,181694.97965859593
11857,188174.86767635364
1565,165763.27092247122
8174,121292.56938045645
9247,234833.73726536785
10478,217554.30087474658
15509,148743.45667325173
8306,195769.96928421044
6642,188405.41281785685
7472,197811.96121803529
15989,137824.8003670403
13682,133244.68725697693
163,268943.21206145914
7076,173755.77986739678
7478,346817.10333171784
3029,192813.91722559422
1814,150129.0514264032
10057,149064.33901437724
15100,195768.77964361117
12694,238384.25630942307
6291,180486.2346792053
12603,194478.82749473752
3218,252475.26963165632
13456,132589.88817705386
10170,237735.9818291095
4530,143712.9538498804
13329,164059.66211268236
4820,141288.2350980335
10896,166497.04485720518
13416,112668.02514233581
2701,232159.09365904666
11265,321268.8305357619
9189,264234.15630891756
1858,180792.72206492655
14536,239785.4366949013
6199,261136.7039822422
14730,154712.68651566093
7510,263851.1726110951
15505,158880.5314795297
7446,182026.41188395247
14016,182623.95015103478
14113,111846.46142503191
8721,299066.6244751413
6193,299581.03290334647
5717,178879.6274129183
5427,288802.39255602664
9520,565193.2702087709
6869,101496.79659498436
1658,151894.4077171699
6639,227137.5773486589
6283,185106.17860678514
6257,125844.39545323003
15235,188387.67707509478
902,214423.83027604007
8932,198193.45431585287
16469,295690.0513031964
2825,265187.37044601445
6450,435046.33276821516
11366,180352.76607110671
3801,316792.283343932
11385,223081.55204075106
1079,202639.34042361288
3202,241030.25919421532
676,202176.38347280226
6185,278964.8578103659
7730,168686.57410122358
2573,180847.45186277264
10978,208359.8447353026
10962,251135.75179710946
8870,207000.20839762024
8496,180039.83639993297
5517,176724.36358281708
927,187973.08874139964
13675,194047.72364137747
1499,224228.98123578753
15536,325175.0702057906
8602,336434.53961775615
12137,394494.6681127471
9865,249959.0605924745
16353,287132.10951969377
15908,226680.43156635176
3944,180477.61692631376
10359,208678.4912925971
15158,220787.97051846638
3259,265747.4784727869
7220,325804.5900218867
13843,206510.62213930776
16736,177784.49196111356
702,241592.08878699146
16401,100743.3448074227
12134,179773.31664851532
6918,201113.05138381294
11792,131290.68340424765
3798,135745.69689712056
10395,125591.36272311631
11099,122437.08165996712
7090,197632.98074488644
11260,197201.93962729696
9647,205799.72346937333
2903,362592.31494868867
2071,182373.01651931592
8604,200876.35799343043
9346,199442.04738160095
3945,212877.90926219642
3420,142692.88860874146
10842,129153.21611005934
725,158852.17387855332
13931,209020.34445541716
16330,219936.22628773388
9066,430123.57844082656
3326,314176.25212004414
1556,273268.69264496135
6579,100670.65946003249
13877,140870.6045033978
9857,327693.01941996015
7302,253722.10225350645
5684,185531.91067548643
6513,233440.61094010755
11342,116176.94254675732
16561,236018.2372599432
6885,173709.90213352273
9308,182244.40408120948
2559,160262.87939343252
6648,186393.48324441875
15260,168255.76246446694
5113,181949.97994968857
16492,192924.4664353413
12034,286488.5718891648
7248,195407.1687597638
2171,209241.0349804481
10594,167315.9950088217
13241,188071.60580445576
7032,143150.86285750562
4884,150773.71589235205
903,243727.49315628727
162,155381.30633958153
6566,228155.50769589434
8249,117865.47273413652
13106,206793.83598996655
256,119820.50685746715
7976,165356.13956841014
8575,175606.24078018073
7591,297407.3482298862
3204,261987.29217339808
15804,190014.139811856
1525,288458.59437354706
9038,202805.91024171334
13628,190590.68390571055
10016,211643.1915001619
10208,244929.46703685686
2008,189432.98756010502
13029,193775.70186068414
5099,126961.67697205655
9923,283244.9313447828
9461,143944.9007811309
11086,172485.34166727893
15057,217685.76007644244
10689,175112.9357623866
2053,248304.13300122292
16630,166487.92420123782
4985,165430.6979055937
13881,240025.3454671562
13225,191131.039855306
5779,65599.94046513652
10262,188875.29394234854
10762,221564.5188856734
9513,198680.63324968432
11128,147475.92655541108
2074,307595.7232664881
933,201659.11108256824
2780,195119.4235578342
6594,112104.02076140241
15394,359058.60250873846
14863,145609.29442850157
6698,215626.99341172175
1611,297979.54632025474
174,185634.27619759867
5160,208150.1487043256
3295,320926.7037405006
4559,368418.7001447288
8254,176622.06688373222
10228,100551.78228247474
13924,137457.32951875954
15341,250010.8132883858
4353,192930.3000133639
4334,67349.60562930902
1872,158982.9613318075
7823,175886.13665701996
310,144116.9109089605
3704,241829.96353338487
11615,219604.6003809853
6605,218257.40766192361
3381,186551.68771218977
2143,143906.20909032822
3191,241534.004992434
13980,174706.11586073547
15613,166729.46675702822
10943,270773.1219933523
9654,157088.21538985343
16053,370057.3744065669
14931,218885.8229665686
8299,211624.4894580684
2147,171727.96474471965
11567,412793.1225790434
5905,137089.39286727182
11160,111279.42712138662
8275,149444.3552843324
16398,281948.64231115114
11229,195298.6623777738
10309,162164.66161400694
7340,274032.16007836437
7653,167719.97716485392
272,174299.99815580194
9831,239828.21165145162
5016,141092.903068701
5968,73825.9480732101
796,242063.97972345768
12123,131263.34620367346
16629,186752.52799094713
2637,173119.71218002372
6194,216369.47353049132
6216,414355.50186214707
14346,155373.51426939422
6428,133186.66257263528
2891,228410.7092837874
84,183079.42689366374
9260,186531.56414791913
15250,133418.67427033588
2348,200987.9423487127
10427,284689.1784839622
13230,256093.61706045642
1691,185653.8654486387
8803,129241.89093142375
5464,207291.0389860847
10559,114937.27935078529
16787,292626.82633625244
4278,161053.9285079889
6183,166211.69168593513
12775,167898.60532294578
10104,168033.62051769902
13663,186977.5309808527
9404,251976.55126240765
14724,214544.5827559219
10040,169904.03809065023
4646,194550.10140892141
4754,156597.21023280747
3310,219170.1268786289
2003,191659.3233219609
7312,262269.1261396331
10921,229895.75890698686
13419,274604.9838210681
10105,160707.77543751727
2196,363125.4967162184
12659,221641.13269874643
4380,223564.25458807315
10847,150010.9996368349
10805,292654.0839515141
8709,101410.68043047197
8319,175687.32417499396
2215,182324.57062148082
7000,202328.87861440462
7701,109318.96408454193
9678,191711.01343119622
14026,204974.88205484312
7971,173533.4195641601
13734,139703.4147223738
16483,188584.6291186397
6150,216076.41149965167
2931,257747.04573455697
5418,189501.93174417652
1662,567085.346028688
2441,212346.92994359677
669,138321.9832925735
7734,183563.63505326994
6010,241726.23967248583
266,143178.11141331715
632,143841.8309586779
16221,102310.98966192958
11832,176137.73758690417
5035,107478.60130004365
37,107795.07341781454
6168,180679.08110342504
11757,172969.48787740988
8086,119313.3766847243
6529,227633.31828793435
15121,187687.83823705907
13904,146333.47544204612
3711,167764.2438732675
16563,115515.44783159172
14494,173277.2433268438
3006,224150.8115067897
15299,136315.87280112595
92,282363.5589743928
8066,182402.91942674544
16071,210851.64337452714
10662,140057.64143449723
3883,237714.2827486039
5511,118434.48326746999
2821,248755.8056839377
9570,185204.56986501135
4326,243350.91333306313
9251,241964.65416645538
9031,209088.19826648216
12689,157318.29042803321
